id,time,light,sound
350,12-5-17:25:4:4,54,12
351,12-5-17:25:4:5,54,12
352,12-5-17:25:4:6,55,13
353,12-5-17:25:4:7,54,22
354,12-5-17:25:4:8,54,21
355,12-5-17:25:4:9,55,13
346,12-5-17:25:4:10,53,13
357,12-5-17:25:5:1,55,13
358,12-5-17:25:5:2,55,11
359,12-5-17:25:5:3,55,15
360,12-5-17:25:5:4,55,15
361,12-5-17:25:5:5,55,22
362,12-5-17:25:5:6,55,26
363,12-5-17:25:5:7,54,11
364,12-5-17:25:5:8,55,17
365,12-5-17:25:5:9,55,30
356,12-5-17:25:5:10,55,14
367,12-5-17:25:6:1,54,20
368,12-5-17:25:6:2,55,27
369,12-5-17:25:6:3,55,13
370,12-5-17:25:6:4,55,10
371,12-5-17:25:6:5,55,15
372,12-5-17:25:6:6,55,18
373,12-5-17:25:6:7,55,19
374,12-5-17:25:6:8,55,12
375,12-5-17:25:6:9,55,17
366,12-5-17:25:6:10,55,12
377,12-5-17:25:7:1,55,10
378,12-5-17:25:7:2,54,11
379,12-5-17:25:7:3,55,22
380,12-5-17:25:7:4,54,17
381,12-5-17:25:7:5,55,13
382,12-5-17:25:7:6,54,21
383,12-5-17:25:7:7,54,15
384,12-5-17:25:7:8,54,18
385,12-5-17:25:7:9,54,13
376,12-5-17:25:7:10,55,13
387,12-5-17:25:8:1,54,9
388,12-5-17:25:8:2,53,11
389,12-5-17:25:8:3,53,12
390,12-5-17:25:8:4,54,11
391,12-5-17:25:8:5,53,12
392,12-5-17:25:8:6,54,17
393,12-5-17:25:8:7,54,20
394,12-5-17:25:8:8,55,24
395,12-5-17:25:8:9,55,23
386,12-5-17:25:8:10,54,18
397,12-5-17:25:9:1,54,11
398,12-5-17:25:9:2,55,15
399,12-5-17:25:9:3,54,13
400,12-5-17:25:9:4,55,17
401,12-5-17:25:9:5,55,18
402,12-5-17:25:9:6,55,16
403,12-5-17:25:9:7,55,19
404,12-5-17:25:9:8,55,22
405,12-5-17:25:9:9,55,10
396,12-5-17:25:9:10,54,11
407,12-5-17:25:10:1,54,16
408,12-5-17:25:10:2,55,15
409,12-5-17:25:10:3,55,15
410,12-5-17:25:10:4,55,16
411,12-5-17:25:10:5,55,17
412,12-5-17:25:10:6,55,10
413,12-5-17:25:10:7,55,13
414,12-5-17:25:10:8,55,10
415,12-5-17:25:10:9,55,12
406,12-5-17:25:10:10,54,12
417,12-5-17:25:11:1,54,15
418,12-5-17:25:11:2,54,21
419,12-5-17:25:11:3,54,25
420,12-5-17:25:11:4,53,21
421,12-5-17:25:11:5,53,9
422,12-5-17:25:11:6,53,22
423,12-5-17:25:11:7,53,19
424,12-5-17:25:11:8,52,15
425,12-5-17:25:11:9,52,19
416,12-5-17:25:11:10,54,20
427,12-5-17:25:12:1,53,12
428,12-5-17:25:12:2,52,18
429,12-5-17:25:12:3,52,18
430,12-5-17:25:12:4,53,21
431,12-5-17:25:12:5,53,21
432,12-5-17:25:12:6,53,21
433,12-5-17:25:12:7,53,21
434,12-5-17:25:12:8,53,15
435,12-5-17:25:12:9,53,12
426,12-5-17:25:12:10,53,12
437,12-5-17:25:13:1,54,22
438,12-5-17:25:13:2,52,21
439,12-5-17:25:13:3,54,15
440,12-5-17:25:13:4,53,11
441,12-5-17:25:13:5,53,11
442,12-5-17:25:13:6,53,24
443,12-5-17:25:13:7,53,11
444,12-5-17:25:13:8,54,11
445,12-5-17:25:13:9,53,11
436,12-5-17:25:13:10,53,21
447,12-5-17:25:14:1,53,20
448,12-5-17:25:14:2,53,10
449,12-5-17:25:14:3,53,13
450,12-5-17:25:14:4,53,15
451,12-5-17:25:14:5,52,14
452,12-5-17:25:14:6,53,22
453,12-5-17:25:14:7,52,15
454,12-5-17:25:14:8,52,30
455,12-5-17:25:14:9,52,12
446,12-5-17:25:14:10,53,14
457,12-5-17:25:15:1,52,21
458,12-5-17:25:15:2,52,13
459,12-5-17:25:15:3,52,15
460,12-5-17:25:15:4,52,21
461,12-5-17:25:15:5,52,19
462,12-5-17:25:15:6,52,24
463,12-5-17:25:15:7,51,15
464,12-5-17:25:15:8,51,15
465,12-5-17:25:15:9,50,11
456,12-5-17:25:15:10,52,26
467,12-5-17:25:16:1,52,23
468,12-5-17:25:16:2,52,19
469,12-5-17:25:16:3,52,13
470,12-5-17:25:16:4,53,25
471,12-5-17:25:16:5,52,13
472,12-5-17:25:16:6,53,16
473,12-5-17:25:16:7,53,30
474,12-5-17:25:16:8,52,13
475,12-5-17:25:16:9,53,19
466,12-5-17:25:16:10,51,16
477,12-5-17:25:17:1,52,21
478,12-5-17:25:17:2,53,17
479,12-5-17:25:17:3,53,20
480,12-5-17:25:17:4,53,38
481,12-5-17:25:17:5,53,18
482,12-5-17:25:17:6,54,32
483,12-5-17:25:17:7,54,35
484,12-5-17:25:17:8,54,23
485,12-5-17:25:17:9,53,18
476,12-5-17:25:17:10,52,15
487,12-5-17:25:18:1,52,22
488,12-5-17:25:18:2,53,17
489,12-5-17:25:18:3,53,23
490,12-5-17:25:18:4,52,30
491,12-5-17:25:18:5,52,28
492,12-5-17:25:18:6,53,57
493,12-5-17:25:18:7,53,19
494,12-5-17:25:18:8,54,15
495,12-5-17:25:18:9,54,14
486,12-5-17:25:18:10,53,11
497,12-5-17:25:19:1,53,19
498,12-5-17:25:19:2,53,16
499,12-5-17:25:19:3,53,24
500,12-5-17:25:19:4,53,17
501,12-5-17:25:19:5,53,14
502,12-5-17:25:19:6,53,60
503,12-5-17:25:19:7,52,35
504,12-5-17:25:19:8,52,19
505,12-5-17:25:19:9,51,23
496,12-5-17:25:19:10,53,17
507,12-5-17:25:20:1,48,24
508,12-5-17:25:20:2,46,27
509,12-5-17:25:20:3,44,30
510,12-5-17:25:20:4,43,26
511,12-5-17:25:20:5,43,69
512,12-5-17:25:20:6,43,38
513,12-5-17:25:20:7,45,60
514,12-5-17:25:20:8,45,27
515,12-5-17:25:20:9,45,18
506,12-5-17:25:20:10,52,19
517,12-5-17:25:21:1,47,62
518,12-5-17:25:21:2,47,37
519,12-5-17:25:21:3,48,28
520,12-5-17:25:21:4,49,46
521,12-5-17:25:21:5,50,56
522,12-5-17:25:21:6,50,58
523,12-5-17:25:21:7,51,39
524,12-5-17:25:21:8,51,54
525,12-5-17:25:21:9,51,72
516,12-5-17:25:21:10,46,22
527,12-5-17:25:22:1,52,38
528,12-5-17:25:22:2,52,65
529,12-5-17:25:22:3,52,20
530,12-5-17:25:22:4,52,25
531,12-5-17:25:22:5,52,25
532,12-5-17:25:22:6,53,32
533,12-5-17:25:22:7,52,25
534,12-5-17:25:22:8,53,16
535,12-5-17:25:22:9,53,30
526,12-5-17:25:22:10,51,29
537,12-5-17:25:23:1,52,26
538,12-5-17:25:23:2,52,39
539,12-5-17:25:23:3,52,29
540,12-5-17:25:23:4,51,29
541,12-5-17:25:23:5,51,35
542,12-5-17:25:23:6,51,25
543,12-5-17:25:23:7,51,31
544,12-5-17:25:23:8,51,15
545,12-5-17:25:23:9,52,28
536,12-5-17:25:23:10,52,29
547,12-5-17:25:24:1,52,50
548,12-5-17:25:24:2,52,53
549,12-5-17:25:24:3,52,28
550,12-5-17:25:24:4,52,22
551,12-5-17:25:24:5,52,24
552,12-5-17:25:24:6,52,26
553,12-5-17:25:24:7,51,30
554,12-5-17:25:24:8,52,31
555,12-5-17:25:24:9,51,20
546,12-5-17:25:24:10,52,40
557,12-5-17:25:25:1,52,35
558,12-5-17:25:25:2,52,43
559,12-5-17:25:25:3,52,49
560,12-5-17:25:25:4,52,25
561,12-5-17:25:25:5,51,22
562,12-5-17:25:25:6,51,49
563,12-5-17:25:25:7,51,46
564,12-5-17:25:25:8,51,19
565,12-5-17:25:25:9,51,22
556,12-5-17:25:25:10,52,19
567,12-5-17:25:26:1,52,30
568,12-5-17:25:26:2,53,30
569,12-5-17:25:26:3,52,25
570,12-5-17:25:26:4,51,28
571,12-5-17:25:26:5,51,31
572,12-5-17:25:26:6,51,34
573,12-5-17:25:26:7,50,31
574,12-5-17:25:26:8,51,26
575,12-5-17:25:26:9,52,18
566,12-5-17:25:26:10,52,30
577,12-5-17:25:27:1,52,45
578,12-5-17:25:27:2,52,35
579,12-5-17:25:27:3,52,27
580,12-5-17:25:27:4,52,36
581,12-5-17:25:27:5,52,41
582,12-5-17:25:27:6,52,30
583,12-5-17:25:27:7,52,34
584,12-5-17:25:27:8,52,24
585,12-5-17:25:27:9,52,25
576,12-5-17:25:27:10,51,27
587,12-5-17:25:28:1,51,31
588,12-5-17:25:28:2,51,55
589,12-5-17:25:28:3,52,46
590,12-5-17:25:28:4,51,49
591,12-5-17:25:28:5,52,63
592,12-5-17:25:28:6,51,33
593,12-5-17:25:28:7,51,20
594,12-5-17:25:28:8,51,34
595,12-5-17:25:28:9,52,23
586,12-5-17:25:28:10,52,30
597,12-5-17:25:29:1,50,15
598,12-5-17:25:29:2,51,22
599,12-5-17:25:29:3,50,28
600,12-5-17:25:29:4,50,15
601,12-5-17:25:29:5,50,19
602,12-5-17:25:29:6,50,12
603,12-5-17:25:29:7,51,28
604,12-5-17:25:29:8,51,18
605,12-5-17:25:29:9,51,16
596,12-5-17:25:29:10,52,23
607,12-5-17:25:30:1,53,19
608,12-5-17:25:30:2,52,13
609,12-5-17:25:30:3,52,29
610,12-5-17:25:30:4,52,46
611,12-5-17:25:30:5,52,16
612,12-5-17:25:30:6,53,29
613,12-5-17:25:30:7,53,29
614,12-5-17:25:30:8,53,29
615,12-5-17:25:30:9,53,18
606,12-5-17:25:30:10,52,25
617,12-5-17:25:31:1,52,25
618,12-5-17:25:31:2,52,23
619,12-5-17:25:31:3,52,26
620,12-5-17:25:31:4,52,27
621,12-5-17:25:31:5,52,30
622,12-5-17:25:31:6,52,29
623,12-5-17:25:31:7,53,14
624,12-5-17:25:31:8,53,19
625,12-5-17:25:31:9,53,15
616,12-5-17:25:31:10,52,59
627,12-5-17:25:32:1,52,20
628,12-5-17:25:32:2,52,18
629,12-5-17:25:32:3,53,24
630,12-5-17:25:32:4,52,24
631,12-5-17:25:32:5,52,55
632,12-5-17:25:32:6,52,24
633,12-5-17:25:32:7,52,23
634,12-5-17:25:32:8,53,16
635,12-5-17:25:32:9,52,42
626,12-5-17:25:32:10,52,14
637,12-5-17:25:33:1,52,53
638,12-5-17:25:33:2,52,48
